"substrate","od_wave","set","plate","well","tp","sheet","od","sample","evolved","population","blank","sd_blank","od_cor","time"
"l-threonine",600,"set_2",12,"E_8","T6","Sheet1",0.061,"35","without_community","wt-3",0.0395,0.000797724035217466,0.0215,6
"l-threonine",600,"set_3",15,"E_12","T2","Sheet1",0.045,"45","without_community","wt-6",0.0395,0.000797724035217466,0.0055,2
"l-threonine",600,"set_2",2,"E_8","T4","Sheet1",0.06,"5","with_community","wt-b2",0.0395,0.000797724035217466,0.0205,4
"l-threonine",600,"set_3",16,"E_12","T4","Sheet1",0.055,"48","without_community","wt-6",0.0395,0.000797724035217466,0.0155,4
"l-threonine",600,"set_3",1,"E_12","T4","Sheet1",0.062,"3","with_community","wt-b1",0.0395,0.000797724035217466,0.0225,4
"l-threonine",600,"set_1",2,"E_4","T5","Sheet1",0.064,"4","with_community","wt-b1",0.0395,0.000797724035217466,0.0245,5
"l-threonine",600,"set_1",9,"E_4","T1","Sheet1",0.046,"25","without_community","wt-1",0.0395,0.000797724035217466,0.0065,1
"l-threonine",600,"set_1",11,"E_4","T6","Sheet1",0.055,"31","without_community","wt-2",0.0395,0.000797724035217466,0.0155,6
"l-threonine",600,"set_3",5,"E_12","T6","Sheet1",0.061,"15","with_community","wt-b4",0.0395,0.000797724035217466,0.0215,6
"l-threonine",600,"set_1",8,"E_4","T6","Sheet1",0.062,"22","with_community","wt-b6",0.0395,0.000797724035217466,0.0225,6
"l-threonine",600,"set_1",10,"E_4","T1","Sheet1",0.054,"28","without_community","wt-1",0.0395,0.000797724035217466,0.0145,1
"l-threonine",600,"set_3",4,"E_12","T5","Sheet1",0.061,"12","with_community","wt-b3",0.0395,0.000797724035217466,0.0215,5
"l-threonine",600,"set_2",3,"E_8","T1","Sheet1",0.047,"8","with_community","wt-b2",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_1",9,"E_4","T5","Sheet1",0.066,"25","without_community","wt-1",0.0395,0.000797724035217466,0.0265,5
"l-threonine",600,"set_1",15,"E_4","T4","Sheet1",0.065,"43","without_community","wt-5",0.0395,0.000797724035217466,0.0255,4
"l-threonine",600,"set_1",7,"E_4","T1","Sheet1",0.049,"19","with_community","wt-b5",0.0395,0.000797724035217466,0.0095,1
"l-threonine",600,"set_1",11,"E_4","T2","Sheet1",0.058,"31","without_community","wt-2",0.0395,0.000797724035217466,0.0185,2
"l-threonine",600,"set_3",12,"E_12","T3","Sheet1",0.053,"36","without_community","wt-3",0.0395,0.000797724035217466,0.0135,3
"l-threonine",600,"set_3",12,"E_12","T4","Sheet1",0.056,"36","without_community","wt-3",0.0395,0.000797724035217466,0.0165,4
"l-threonine",600,"set_1",2,"E_4","T2","Sheet1",0.062,"4","with_community","wt-b1",0.0395,0.000797724035217466,0.0225,2
"l-threonine",600,"set_2",9,"E_8","T3","Sheet1",0.06,"26","without_community","wt-1",0.0395,0.000797724035217466,0.0205,3
"l-threonine",600,"set_2",7,"E_8","T1","Sheet1",0.051,"20","with_community","wt-b5",0.0395,0.000797724035217466,0.0115,1
"l-threonine",600,"set_2",3,"E_8","T2","Sheet1",0.056,"8","with_community","wt-b2",0.0395,0.000797724035217466,0.0165,2
"l-threonine",600,"set_2",3,"E_8","T4","Sheet1",0.063,"8","with_community","wt-b2",0.0395,0.000797724035217466,0.0235,4
"l-threonine",600,"set_1",4,"E_4","T1","Sheet1",0.046,"10","with_community","wt-b3",0.0395,0.000797724035217466,0.0065,1
"l-threonine",600,"set_1",16,"E_4","T5","Sheet1",0.06,"46","without_community","wt-6",0.0395,0.000797724035217466,0.0205,5
"l-threonine",600,"set_3",7,"E_12","T3","Sheet1",0.069,"21","with_community","wt-b6",0.0395,0.000797724035217466,0.0295,3
"l-threonine",600,"set_1",4,"E_4","T6","Sheet1",0.057,"10","with_community","wt-b3",0.0395,0.000797724035217466,0.0175,6
"l-threonine",600,"set_2",12,"E_8","T5","Sheet1",0.072,"35","without_community","wt-3",0.0395,0.000797724035217466,0.0325,5
"l-threonine",600,"set_2",9,"E_8","T1","Sheet1",0.049,"26","without_community","wt-1",0.0395,0.000797724035217466,0.0095,1
"l-threonine",600,"set_2",9,"E_8","T2","Sheet1",0.059,"26","without_community","wt-1",0.0395,0.000797724035217466,0.0195,2
"l-threonine",600,"set_2",10,"E_8","T1","Sheet1",0.049,"29","without_community","wt-2",0.0395,0.000797724035217466,0.0095,1
"l-threonine",600,"set_2",1,"E_8","T6","Sheet1",0.06,"2","with_community","wt-b1",0.0395,0.000797724035217466,0.0205,6
"l-threonine",600,"set_2",8,"E_8","T3","Sheet1",0.062,"23","with_community","wt-b6",0.0395,0.000797724035217466,0.0225,3
"l-threonine",600,"set_1",18,"E_4","T3","Sheet1",0.061,"anc4","ancestor","ancestor",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_1",9,"E_4","T3","Sheet1",0.061,"25","without_community","wt-1",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_1",8,"E_4","T3","Sheet1",0.061,"22","with_community","wt-b6",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_1",15,"E_4","T2","Sheet1",0.059,"43","without_community","wt-5",0.0395,0.000797724035217466,0.0195,2
"l-threonine",600,"set_1",12,"E_4","T4","Sheet1",0.069,"34","without_community","wt-3",0.0395,0.000797724035217466,0.0295,4
"l-threonine",600,"set_3",9,"E_12","T3","Sheet1",0.061,"27","without_community","wt-1",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_1",10,"E_4","T4","Sheet1",0.064,"28","without_community","wt-1",0.0395,0.000797724035217466,0.0245,4
"l-threonine",600,"set_1",6,"E_4","T3","Sheet1",0.06,"16","with_community","wt-b4",0.0395,0.000797724035217466,0.0205,3
"l-threonine",600,"set_2",8,"E_8","T2","Sheet1",0.059,"23","with_community","wt-b6",0.0395,0.000797724035217466,0.0195,2
"l-threonine",600,"set_3",18,"E_12","T3","Sheet1",0.054,"anc1","ancestor","ancestor",0.0395,0.000797724035217466,0.0145,3
"l-threonine",600,"set_1",5,"E_4","T1","Sheet1",0.047,"13","with_community","wt-b4",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_1",11,"E_4","T5","Sheet1",0.059,"31","without_community","wt-2",0.0395,0.000797724035217466,0.0195,5
"l-threonine",600,"set_2",2,"E_8","T2","Sheet1",0.061,"5","with_community","wt-b2",0.0395,0.000797724035217466,0.0215,2
"l-threonine",600,"set_3",1,"E_12","T2","Sheet1",0.058,"3","with_community","wt-b1",0.0395,0.000797724035217466,0.0185,2
"l-threonine",600,"set_1",18,"E_4","T5","Sheet1",0.062,"anc4","ancestor","ancestor",0.0395,0.000797724035217466,0.0225,5
"l-threonine",600,"set_3",5,"E_12","T1","Sheet1",0.046,"15","with_community","wt-b4",0.0395,0.000797724035217466,0.0065,1
"l-threonine",600,"set_2",11,"E_8","T1","Sheet1",0.055,"32","without_community","wt-2",0.0395,0.000797724035217466,0.0155,1
"l-threonine",600,"set_2",10,"E_8","T2","Sheet1",0.06,"29","without_community","wt-2",0.0395,0.000797724035217466,0.0205,2
"l-threonine",600,"set_1",9,"E_4","T6","Sheet1",0.064,"25","without_community","wt-1",0.0395,0.000797724035217466,0.0245,6
"l-threonine",600,"set_2",10,"E_8","T5","Sheet1",0.059,"29","without_community","wt-2",0.0395,0.000797724035217466,0.0195,5
"l-threonine",600,"set_3",18,"E_12","T2","Sheet1",0.056,"anc1","ancestor","ancestor",0.0395,0.000797724035217466,0.0165,2
"l-threonine",600,"set_1",10,"E_4","T6","Sheet1",0.056,"28","without_community","wt-1",0.0395,0.000797724035217466,0.0165,6
"l-threonine",600,"set_2",5,"E_8","T3","Sheet1",0.073,"14","with_community","wt-b4",0.0395,0.000797724035217466,0.0335,3
"l-threonine",600,"set_2",16,"E_8","T6","Sheet1",0.054,"47","without_community","wt-6",0.0395,0.000797724035217466,0.0145,6
"l-threonine",600,"set_3",15,"E_12","T4","Sheet1",0.044,"45","without_community","wt-6",0.0395,0.000797724035217466,0.0045,4
"l-threonine",600,"set_2",18,"E_8","T6","Sheet1",0.055,"anc5","ancestor","ancestor",0.0395,0.000797724035217466,0.0155,6
"l-threonine",600,"set_2",12,"E_8","T2","Sheet1",0.058,"35","without_community","wt-3",0.0395,0.000797724035217466,0.0185,2
"l-threonine",600,"set_3",4,"E_12","T1","Sheet1",0.047,"12","with_community","wt-b3",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_2",12,"E_8","T1","Sheet1",0.05,"35","without_community","wt-3",0.0395,0.000797724035217466,0.0105,1
"l-threonine",600,"set_2",6,"E_8","T3","Sheet1",0.058,"17","with_community","wt-b5",0.0395,0.000797724035217466,0.0185,3
"l-threonine",600,"set_3",5,"E_12","T4","Sheet1",0.067,"15","with_community","wt-b4",0.0395,0.000797724035217466,0.0275,4
"l-threonine",600,"set_2",10,"E_8","T6","Sheet1",0.055,"29","without_community","wt-2",0.0395,0.000797724035217466,0.0155,6
"l-threonine",600,"set_2",15,"E_8","T4","Sheet1",0.066,"44","without_community","wt-5",0.0395,0.000797724035217466,0.0265,4
"l-threonine",600,"set_3",7,"E_12","T4","Sheet1",0.068,"21","with_community","wt-b6",0.0395,0.000797724035217466,0.0285,4
"l-threonine",600,"set_2",16,"E_8","T5","Sheet1",0.059,"47","without_community","wt-6",0.0395,0.000797724035217466,0.0195,5
"l-threonine",600,"set_2",7,"E_8","T3","Sheet1",0.066,"20","with_community","wt-b5",0.0395,0.000797724035217466,0.0265,3
"l-threonine",600,"set_3",11,"E_12","T1","Sheet1",0.041,"33","without_community","wt-3",0.0395,0.000797724035217466,0.0015,1
"l-threonine",600,"set_1",2,"E_4","T6","Sheet1",0.059,"4","with_community","wt-b1",0.0395,0.000797724035217466,0.0195,6
"l-threonine",600,"set_3",5,"E_12","T5","Sheet1",0.07,"15","with_community","wt-b4",0.0395,0.000797724035217466,0.0305,5
"l-threonine",600,"set_1",4,"E_4","T2","Sheet1",0.06,"10","with_community","wt-b3",0.0395,0.000797724035217466,0.0205,2
"l-threonine",600,"set_1",18,"E_4","T6","Sheet1",0.06,"anc4","ancestor","ancestor",0.0395,0.000797724035217466,0.0205,6
"l-threonine",600,"set_1",6,"E_4","T4","Sheet1",0.068,"16","with_community","wt-b4",0.0395,0.000797724035217466,0.0285,4
"l-threonine",600,"set_2",10,"E_8","T3","Sheet1",0.063,"29","without_community","wt-2",0.0395,0.000797724035217466,0.0235,3
"l-threonine",600,"set_1",8,"E_4","T4","Sheet1",0.07,"22","with_community","wt-b6",0.0395,0.000797724035217466,0.0305,4
"l-threonine",600,"set_2",4,"E_8","T1","Sheet1",0.045,"11","with_community","wt-b3",0.0395,0.000797724035217466,0.0055,1
"l-threonine",600,"set_2",16,"E_8","T2","Sheet1",0.048,"47","without_community","wt-6",0.0395,0.000797724035217466,0.0085,2
"l-threonine",600,"set_3",17,"E_12","T4","Sheet1",0.059,"anc3","ancestor","ancestor",0.0395,0.000797724035217466,0.0195,4
"l-threonine",600,"set_2",17,"E_8","T6","Sheet1",0.059,"anc2","ancestor","ancestor",0.0395,0.000797724035217466,0.0195,6
"l-threonine",600,"set_1",10,"E_4","T2","Sheet1",0.061,"28","without_community","wt-1",0.0395,0.000797724035217466,0.0215,2
"l-threonine",600,"set_3",12,"E_12","T6","Sheet1",0.057,"36","without_community","wt-3",0.0395,0.000797724035217466,0.0175,6
"l-threonine",600,"set_3",13,"E_12","T4","Sheet1",0.054,"39","without_community","wt-4",0.0395,0.000797724035217466,0.0145,4
"l-threonine",600,"set_1",16,"E_4","T3","Sheet1",0.058,"46","without_community","wt-6",0.0395,0.000797724035217466,0.0185,3
"l-threonine",600,"set_1",8,"E_4","T1","Sheet1",0.047,"22","with_community","wt-b6",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_3",4,"E_12","T6","Sheet1",0.061,"12","with_community","wt-b3",0.0395,0.000797724035217466,0.0215,6
"l-threonine",600,"set_3",12,"E_12","T5","Sheet1",0.06,"36","without_community","wt-3",0.0395,0.000797724035217466,0.0205,5
"l-threonine",600,"set_2",18,"E_8","T5","Sheet1",0.059,"anc5","ancestor","ancestor",0.0395,0.000797724035217466,0.0195,5
"l-threonine",600,"set_1",7,"E_4","T2","Sheet1",0.06,"19","with_community","wt-b5",0.0395,0.000797724035217466,0.0205,2
"l-threonine",600,"set_2",13,"E_8","T4","Sheet1",0.065,"38","without_community","wt-4",0.0395,0.000797724035217466,0.0255,4
"l-threonine",600,"set_1",14,"E_4","T1","Sheet1",0.047,"40","without_community","wt-4",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_2",3,"E_8","T6","Sheet1",0.054,"8","with_community","wt-b2",0.0395,0.000797724035217466,0.0145,6
"l-threonine",600,"set_2",7,"E_8","T4","Sheet1",0.07,"20","with_community","wt-b5",0.0395,0.000797724035217466,0.0305,4
"l-threonine",600,"set_3",7,"E_12","T1","Sheet1",0.055,"21","with_community","wt-b6",0.0395,0.000797724035217466,0.0155,1
"l-threonine",600,"set_3",11,"E_12","T2","Sheet1",0.041,"33","without_community","wt-3",0.0395,0.000797724035217466,0.0015,2
"l-threonine",600,"set_2",10,"E_8","T4","Sheet1",0.059,"29","without_community","wt-2",0.0395,0.000797724035217466,0.0195,4
"l-threonine",600,"set_2",6,"E_8","T5","Sheet1",0.064,"17","with_community","wt-b5",0.0395,0.000797724035217466,0.0245,5
"l-threonine",600,"set_3",3,"E_12","T6","Sheet1",0.095,"9","with_community","wt-b3",0.0395,0.000797724035217466,0.0555,6
"l-threonine",600,"set_3",1,"E_12","T3","Sheet1",0.061,"3","with_community","wt-b1",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_2",15,"E_8","T5","Sheet1",0.067,"44","without_community","wt-5",0.0395,0.000797724035217466,0.0275,5
"l-threonine",600,"set_2",8,"E_8","T6","Sheet1",0.055,"23","with_community","wt-b6",0.0395,0.000797724035217466,0.0155,6
"l-threonine",600,"set_3",3,"E_12","T1","Sheet1",0.116,"9","with_community","wt-b3",0.0395,0.000797724035217466,0.0765,1
"l-threonine",600,"set_1",11,"E_4","T1","Sheet1",0.05,"31","without_community","wt-2",0.0395,0.000797724035217466,0.0105,1
"l-threonine",600,"set_3",2,"E_12","T5","Sheet1",0.06,"6","with_community","wt-b2",0.0395,0.000797724035217466,0.0205,5
"l-threonine",600,"set_1",13,"E_4","T6","Sheet1",0.058,"37","without_community","wt-4",0.0395,0.000797724035217466,0.0185,6
"l-threonine",600,"set_2",14,"E_8","T3","Sheet1",0.068,"41","without_community","wt-5",0.0395,0.000797724035217466,0.0285,3
"l-threonine",600,"set_1",3,"E_4","T5","Sheet1",0.058,"7","with_community","wt-b2",0.0395,0.000797724035217466,0.0185,5
"l-threonine",600,"set_3",17,"E_12","T3","Sheet1",0.057,"anc3","ancestor","ancestor",0.0395,0.000797724035217466,0.0175,3
"l-threonine",600,"set_3",2,"E_12","T2","Sheet1",0.058,"6","with_community","wt-b2",0.0395,0.000797724035217466,0.0185,2
"l-threonine",600,"set_3",14,"E_12","T1","Sheet1",0.045,"42","without_community","wt-5",0.0395,0.000797724035217466,0.0055,1
"l-threonine",600,"set_1",5,"E_4","T4","Sheet1",0.07,"13","with_community","wt-b4",0.0395,0.000797724035217466,0.0305,4
"l-threonine",600,"set_1",3,"E_4","T4","Sheet1",0.063,"7","with_community","wt-b2",0.0395,0.000797724035217466,0.0235,4
"l-threonine",600,"set_3",10,"E_12","T6","Sheet1",0.059,"30","without_community","wt-2",0.0395,0.000797724035217466,0.0195,6
"l-threonine",600,"set_2",16,"E_8","T3","Sheet1",0.058,"47","without_community","wt-6",0.0395,0.000797724035217466,0.0185,3
"l-threonine",600,"set_1",12,"E_4","T5","Sheet1",0.065,"34","without_community","wt-3",0.0395,0.000797724035217466,0.0255,5
"l-threonine",600,"set_2",12,"E_8","T4","Sheet1",0.064,"35","without_community","wt-3",0.0395,0.000797724035217466,0.0245,4
"l-threonine",600,"set_2",14,"E_8","T6","Sheet1",0.066,"41","without_community","wt-5",0.0395,0.000797724035217466,0.0265,6
"l-threonine",600,"set_3",16,"E_12","T3","Sheet1",0.057,"48","without_community","wt-6",0.0395,0.000797724035217466,0.0175,3
"l-threonine",600,"set_2",12,"E_8","T3","Sheet1",0.061,"35","without_community","wt-3",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_2",16,"E_8","T1","Sheet1",0.041,"47","without_community","wt-6",0.0395,0.000797724035217466,0.0015,1
"l-threonine",600,"set_3",13,"E_12","T1","Sheet1",0.08,"39","without_community","wt-4",0.0395,0.000797724035217466,0.0405,1
"l-threonine",600,"set_1",18,"E_4","T1","Sheet1",0.044,"anc4","ancestor","ancestor",0.0395,0.000797724035217466,0.0045,1
"l-threonine",600,"set_1",14,"E_4","T3","Sheet1",0.061,"40","without_community","wt-4",0.0395,0.000797724035217466,0.0215,3
"l-threonine",600,"set_3",1,"E_12","T6","Sheet1",0.059,"3","with_community","wt-b1",0.0395,0.000797724035217466,0.0195,6
"l-threonine",600,"set_3",10,"E_12","T4","Sheet1",0.056,"30","without_community","wt-2",0.0395,0.000797724035217466,0.0165,4
"l-threonine",600,"set_1",7,"E_4","T6","Sheet1",0.064,"19","with_community","wt-b5",0.0395,0.000797724035217466,0.0245,6
"l-threonine",600,"set_1",6,"E_4","T1","Sheet1",0.047,"16","with_community","wt-b4",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_1",14,"E_4","T6","Sheet1",0.058,"40","without_community","wt-4",0.0395,0.000797724035217466,0.0185,6
"l-threonine",600,"set_2",15,"E_8","T1","Sheet1",0.047,"44","without_community","wt-5",0.0395,0.000797724035217466,0.0075,1
"l-threonine",600,"set_1",7,"E_4","T4","Sheet1",0.069,"19","with_community","wt-b5",0.0395,0.000797724035217466,0.0295,4
"l-threonine",600,"set_1",13,"E_4","T4","Sheet1",0.067,"37","without_community","wt-4",0.0395,0.000797724035217466,0.0275,4
"l-threonine",600,"set_3",15,"E_12","T1","Sheet1",0.044,"45","without_community","wt-6",0.0395,0.000797724035217466,0.0045,1
"l-threonine",600,"set_3",11,"E_12","T6","Sheet1",0.043,"33","without_community","wt-3",0.0395,0.000797724035217466,0.0035,6
"l-threonine",600,"set_2",6,"E_8","T1","Sheet1",0.043,"17","with_community","wt-b5",0.0395,0.000797724035217466,0.0035,1
"l-threonine",600,"set_2",5,"E_8","T5","Sheet1",0.081,"14","with_community","wt-b4",0.0395,0.000797724035217466,0.0415,5
"l-threonine",600,"set_2",1,"E_8","T5","Sheet1",0.065,"2","with_community","wt-b1",0.0395,0.000797724035217466,0.0255,5
"l-threonine",600,"set_3",9,"E_12","T5","Sheet1",0.066,"27","without_community","wt-1",0.0395,0.000797724035217466,0.0265,5
"l-threonine",600,"set_1",16,"E_4","T4","Sheet1",0.059,"46","without_community","wt-6",0.0395,0.000797724035217466,0.0195,4
"l-threonine",600,"set_2",2,"E_8","T1","Sheet1",0.048,"5","with_community","wt-b2",0.0395,0.000797724035217466,0.0085,1
"l-threonine",600,"set_3",12,"E_12","T2","Sheet1",0.054,"36","without_community","wt-3",0.0395,0.000797724035217466,0.0145,2
"l-threonine",600,"set_1",3,"E_4","T1","Sheet1",0.049,"7","with_community","wt-b2",0.0395,0.000797724035217466,0.0095,1
"l-threonine",600,"set_3",14,"E_12","T3","Sheet1",0.053,"42","without_community","wt-5",0.0395,0.000797724035217466,0.0135,3
"l-threonine",600,"set_2",14,"E_8","T4","Sheet1",0.07,"41","without_community","wt-5",0.0395,0.000797724035217466,0.0305,4
"l-threonine",600,"set_1",13,"E_4","T3","Sheet1",0.062,"37","without_community","wt-4",0.0395,0.000797724035217466,0.0225,3
"l-threonine",600,"set_3",11,"E_12","T3","Sheet1",0.041,"33","without_community","wt-3",0.0395,0.000797724035217466,0.0015,3
"n-acetyl-d-glucosamine",590,"set_1",4,"E_2","T4","Sheet1",0.422,"10","with_community","wt-b3",0.0405,0.000547722557505167,0.3815,4
"n-acetyl-d-glucosamine",590,"set_3",12,"E_10","T4","Sheet1",0.58,"36","without_community","wt-3",0.0405,0.000547722557505167,0.5395,4
"n-acetyl-d-glucosamine",590,"set_3",7,"E_10","T4","Sheet1",0.486,"21","with_community","wt-b6",0.0405,0.000547722557505167,0.4455,4
"n-acetyl-d-glucosamine",590,"set_1",8,"E_2","T5","Sheet1",0.423,"22","with_community","wt-b6",0.0405,0.000547722557505167,0.3825,5
"n-acetyl-d-glucosamine",590,"set_1",6,"E_2","T5","Sheet1",0.482,"16","with_community","wt-b4",0.0405,0.000547722557505167,0.4415,5
"n-acetyl-d-glucosamine",590,"set_1",8,"E_2","T6","Sheet1",0.475,"22","with_community","wt-b6",0.0405,0.000547722557505167,0.4345,6
"n-acetyl-d-glucosamine",590,"set_2",3,"E_6","T6","Sheet1",0.491,"8","with_community","wt-b2",0.0405,0.000547722557505167,0.4505,6
"n-acetyl-d-glucosamine",590,"set_1",2,"E_2","T4","Sheet1",0.385,"4","with_community","wt-b1",0.0405,0.000547722557505167,0.3445,4
"n-acetyl-d-glucosamine",590,"set_2",2,"E_6","T5","Sheet1",0.395,"5","with_community","wt-b2",0.0405,0.000547722557505167,0.3545,5
"n-acetyl-d-glucosamine",590,"set_2",2,"E_6","T6","Sheet1",0.644,"5","with_community","wt-b2",0.0405,0.000547722557505167,0.6035,6
"n-acetyl-d-glucosamine",590,"set_2",11,"E_6","T5","Sheet1",0.463,"32","without_community","wt-2",0.0405,0.000547722557505167,0.4225,5
"n-acetyl-d-glucosamine",590,"set_3",1,"E_10","T5","Sheet1",0.299,"3","with_community","wt-b1",0.0405,0.000547722557505167,0.2585,5
"n-acetyl-d-glucosamine",590,"set_2",8,"E_6","T5","Sheet1",0.488,"23","with_community","wt-b6",0.0405,0.000547722557505167,0.4475,5
"n-acetyl-d-glucosamine",590,"set_3",14,"E_10","T4","Sheet1",0.477,"42","without_community","wt-5",0.0405,0.000547722557505167,0.4365,4
"n-acetyl-d-glucosamine",590,"set_3",5,"E_10","T5","Sheet1",0.526,"15","with_community","wt-b4",0.0405,0.000547722557505167,0.4855,5
"n-acetyl-d-glucosamine",590,"set_3",3,"E_10","T4","Sheet1",0.338,"9","with_community","wt-b3",0.0405,0.000547722557505167,0.2975,4
"n-acetyl-d-glucosamine",590,"set_3",17,"E_10","T5","Sheet1",0.445,"anc3","ancestor","ancestor",0.0405,0.000547722557505167,0.4045,5
"n-acetyl-d-glucosamine",590,"set_3",16,"E_10","T5","Sheet1",0.514,"48","without_community","wt-6",0.0405,0.000547722557505167,0.4735,5
"n-acetyl-d-glucosamine",590,"set_2",12,"E_6","T6","Sheet1",0.76,"35","without_community","wt-3",0.0405,0.000547722557505167,0.7195,6
"n-acetyl-d-glucosamine",590,"set_2",11,"E_6","T4","Sheet1",0.49,"32","without_community","wt-2",0.0405,0.000547722557505167,0.4495,4
"n-acetyl-d-glucosamine",590,"set_1",16,"E_2","T6","Sheet1",0.686,"46","without_community","wt-6",0.0405,0.000547722557505167,0.6455,6
"n-acetyl-d-glucosamine",590,"set_2",7,"E_6","T6","Sheet1",0.6,"20","with_community","wt-b5",0.0405,0.000547722557505167,0.5595,6
"n-acetyl-d-glucosamine",590,"set_1",10,"E_2","T5","Sheet1",0.356,"28","without_community","wt-1",0.0405,0.000547722557505167,0.3155,5
"n-acetyl-d-glucosamine",590,"set_2",5,"E_6","T6","Sheet1",0.667,"14","with_community","wt-b4",0.0405,0.000547722557505167,0.6265,6
"n-acetyl-d-glucosamine",590,"set_2",1,"E_6","T5","Sheet1",0.367,"2","with_community","wt-b1",0.0405,0.000547722557505167,0.3265,5
"n-acetyl-d-glucosamine",590,"set_1",15,"E_2","T4","Sheet1",0.524,"43","without_community","wt-5",0.0405,0.000547722557505167,0.4835,4
"n-acetyl-d-glucosamine",590,"set_3",4,"E_10","T6","Sheet1",0.466,"12","with_community","wt-b3",0.0405,0.000547722557505167,0.4255,6
"n-acetyl-d-glucosamine",590,"set_1",1,"E_2","T6","Sheet1",0.516,"1","with_community","wt-b1",0.0405,0.000547722557505167,0.4755,6
"n-acetyl-d-glucosamine",590,"set_3",16,"E_10","T6","Sheet1",0.676,"48","without_community","wt-6",0.0405,0.000547722557505167,0.6355,6
"n-acetyl-d-glucosamine",590,"set_2",12,"E_6","T5","Sheet1",0.621,"35","without_community","wt-3",0.0405,0.000547722557505167,0.5805,5
"n-acetyl-d-glucosamine",590,"set_3",17,"E_10","T4","Sheet1",0.384,"anc3","ancestor","ancestor",0.0405,0.000547722557505167,0.3435,4
"n-acetyl-d-glucosamine",590,"set_2",9,"E_6","T4","Sheet1",0.421,"26","without_community","wt-1",0.0405,0.000547722557505167,0.3805,4
"n-acetyl-d-glucosamine",590,"set_2",16,"E_6","T4","Sheet1",0.502,"47","without_community","wt-6",0.0405,0.000547722557505167,0.4615,4
"n-acetyl-d-glucosamine",590,"set_3",10,"E_10","T4","Sheet1",0.466,"30","without_community","wt-2",0.0405,0.000547722557505167,0.4255,4
"n-acetyl-d-glucosamine",590,"set_3",4,"E_10","T4","Sheet1",0.302,"12","with_community","wt-b3",0.0405,0.000547722557505167,0.2615,4
"n-acetyl-d-glucosamine",590,"set_3",2,"E_10","T6","Sheet1",0.46,"6","with_community","wt-b2",0.0405,0.000547722557505167,0.4195,6
"n-acetyl-d-glucosamine",590,"set_3",11,"E_10","T6","Sheet1",0.04,"33","without_community","wt-3",0.0405,0.000547722557505167,-5e-04,6
"n-acetyl-d-glucosamine",590,"set_2",11,"E_6","T6","Sheet1",0.553,"32","without_community","wt-2",0.0405,0.000547722557505167,0.5125,6
"n-acetyl-d-glucosamine",590,"set_1",11,"E_2","T5","Sheet1",0.354,"31","without_community","wt-2",0.0405,0.000547722557505167,0.3135,5
"n-acetyl-d-glucosamine",590,"set_1",3,"E_2","T6","Sheet1",0.388,"7","with_community","wt-b2",0.0405,0.000547722557505167,0.3475,6
"n-acetyl-d-glucosamine",590,"set_3",5,"E_10","T4","Sheet1",0.502,"15","with_community","wt-b4",0.0405,0.000547722557505167,0.4615,4
"n-acetyl-d-glucosamine",590,"set_2",5,"E_6","T4","Sheet1",0.443,"14","with_community","wt-b4",0.0405,0.000547722557505167,0.4025,4
"n-acetyl-d-glucosamine",590,"set_2",13,"E_6","T5","Sheet1",0.523,"38","without_community","wt-4",0.0405,0.000547722557505167,0.4825,5
"n-acetyl-d-glucosamine",590,"set_2",8,"E_6","T6","Sheet1",0.377,"23","with_community","wt-b6",0.0405,0.000547722557505167,0.3365,6
"n-acetyl-d-glucosamine",590,"set_2",14,"E_6","T6","Sheet1",0.763,"41","without_community","wt-5",0.0405,0.000547722557505167,0.7225,6
"n-acetyl-d-glucosamine",590,"set_1",13,"E_2","T5","Sheet1",0.441,"37","without_community","wt-4",0.0405,0.000547722557505167,0.4005,5
"n-acetyl-d-glucosamine",590,"set_3",18,"E_10","T5","Sheet1",0.42,"anc1","ancestor","ancestor",0.0405,0.000547722557505167,0.3795,5
"n-acetyl-d-glucosamine",590,"set_1",4,"E_2","T5","Sheet1",0.475,"10","with_community","wt-b3",0.0405,0.000547722557505167,0.4345,5
"n-acetyl-d-glucosamine",590,"set_1",5,"E_2","T5","Sheet1",0.48,"13","with_community","wt-b4",0.0405,0.000547722557505167,0.4395,5
"n-acetyl-d-glucosamine",590,"set_1",4,"E_2","T6","Sheet1",0.585,"10","with_community","wt-b3",0.0405,0.000547722557505167,0.5445,6
"n-acetyl-d-glucosamine",590,"set_3",7,"E_10","T6","Sheet1",0.487,"21","with_community","wt-b6",0.0405,0.000547722557505167,0.4465,6
"n-acetyl-d-glucosamine",590,"set_2",8,"E_6","T4","Sheet1",0.436,"23","with_community","wt-b6",0.0405,0.000547722557505167,0.3955,4
